suite,target,r,s,baseline,density_error,degree_mae,motif_overlap,edge_disagreement_rate,exact_r_clique_count,exact_r_clique_free,top_shift_precision,top_shift_recall,top_shift_jaccard,sampled_r_clique_rate,sampled_s_independent_rate,validity_proxy,search_initial_score,search_best_score,search_accepted_moves,search_iterations,search_shift_count,search_correction_count,partition_blocks,portfolio_component,portfolio_seed_component,portfolio_objective,portfolio_alignment,portfolio_structure_alignment,portfolio_profile_alignment,portfolio_correction_penalty,portfolio_selection_score,portfolio_refine_iterations,transfer_refine_iterations,transfer_refine_seed_shift_count,transfer_refine_seed_correction_count,transfer_refine_prioritized_count,search_portfolio_size,repair_steps_applied,repair_initial_score,repair_final_score,repair_exact_count_before,repair_exact_count_after
transfer,"R(3, 13) _= 61.txt",3,13,random_density,0.011864406779661024,2.533333333333333,0.07444444444444445,0.3101694915254237,210,0.0,0.125,0.125,0.06666666666666667,0.005,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,6,2.866969280633208,2.7870920244021495,247,210
transfer,"R(3, 13) _= 61.txt",3,13,random_circulant,0.014124293785310743,0.8666666666666667,0.049444444444444444,0.2864406779661017,122,0.0,0.375,0.375,0.23076923076923078,0.0027272727272727275,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,6,2.543431468765302,2.476173479919118,140,122
transfer,"R(3, 13) _= 61.txt",3,13,structured_seed,0.0028248587570621486,0.3,0.01611111111111111,0.3644067796610169,216,0.0,0.25,0.25,0.14285714285714285,0.006818181818181818,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,6,2.790967324317929,2.7633950809126997,240,216
transfer,"R(3, 13) _= 61.txt",3,13,nearest_neighbor_transfer,0.031073446327683635,1.8333333333333333,0.015000000000000001,0.3327683615819209,108,0.0,0.25,0.25,0.14285714285714285,0.0022727272727272726,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,6,2.4746763965450964,2.4236413338360383,120,108
transfer,"R(3, 13) _= 61.txt",3,13,scaled_nearest_transfer,0.596045197740113,35.166666666666664,0.16333333333333327,0.6604519774011299,17024,0.0,0.5,0.5,0.3333333333333333,0.5095454545454545,0.0,0.4904545454545455,,,,,,,,,,,,,,,,,,,,,,6,7.111918944189058,7.052104985016155,8000,8000
transfer,"R(3, 13) _= 61.txt",3,13,exact_triangle_transfer,0.03728813559322036,2.3666666666666667,0.03444444444444444,0.3231638418079096,0,1.0,0.125,0.125,0.06666666666666667,0.0,0.0,1.0,148.02750211260803,0.07787218117726599,90,90,,,,,,,,,,,,,,,,,,0,0.08531073446327685,0.08531073446327685,0,0
transfer,"R(3, 13) _= 61.txt",3,13,partition_transfer,0.05706214689265535,3.3666666666666667,0.05111111111111112,0.39152542372881355,0,1.0,0.25,0.25,0.14285714285714285,0.0,0.00045454545454545455,0.9995454545454545,,,,,,,,,,,,,,,,,,,,,,0,0.061864406779661006,0.061864406779661006,0,0
transfer,"R(3, 13) _= 61.txt",3,13,portfolio_transfer,0.006214689265536727,0.36666666666666664,0.013888888888888888,0.37231638418079094,0,1.0,0.25,0.25,0.14285714285714285,0.0,0.0,1.0,,,,,,,,partition_transfer_motif,,0.0031073446327683635,0.41358023164990787,0.4254299317794201,0.40173053152039556,0.0,-0.029979073899224266,,,,,,,0,0.0031073446327683635,0.0031073446327683635,0,0
transfer,"R(3, 13) _= 61.txt",3,13,structure_oracle_transfer,0.03954802259887005,3.433333333333333,0.15555555555555553,0.1152542372881356,159,0.0,1.0,1.0,1.0,0.005909090909090909,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,6,3.0401618132022383,2.7612441927211475,225,159
transfer,"R(3, 13) _= 61.txt",3,13,teacher_mean_transfer,0.031073446327683635,1.8333333333333333,0.015000000000000001,0.3327683615819209,108,0.0,0.25,0.25,0.14285714285714285,0.0022727272727272726,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,6,2.4684263965450963,2.417391333836038,120,108
transfer,"R(3, 13) _= 61.txt",3,13,psi_ramsey_transfer,0.031073446327683635,1.8333333333333333,0.0044444444444444444,0.35423728813559324,216,0.0,0.125,0.125,0.06666666666666667,0.004090909090909091,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,6,2.8225351209280984,2.77126937469801,240,216
transfer,"R(3, 18) _= 100.txt",3,18,random_density,0.011131725417439703,2.8282828282828283,0.05256648113790972,0.2683982683982684,560,0.0,0.125,0.125,0.06666666666666667,0.005454545454545455,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,6,3.292911102538546,3.2512526931689405,609,560
transfer,"R(3, 18) _= 100.txt",3,18,random_circulant,0.004741290455576169,0.46464646464646464,0.024324881467738615,0.28014842300556586,471,0.0,0.25,0.25,0.14285714285714285,0.0013636363636363637,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,6,3.1477668286618212,3.123345245188258,495,471
transfer,"R(3, 18) _= 100.txt",3,18,structured_seed,0.004741290455576169,0.46464646464646464,0.012162440733869304,0.30447330447330445,702,0.0,0.125,0.125,0.06666666666666667,0.007727272727272728,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,6,3.3283041897202117,3.31197433878844,726,702
transfer,"R(3, 18) _= 100.txt",3,18,nearest_neighbor_transfer,0.03607503607503609,3.5353535353535355,0.012574726860441145,0.34446505875077305,2238,0.0,0.0,0.0,0.0,0.014090909090909091,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,6,3.985344803123107,3.94374673357155,2310,2238
transfer,"R(3, 18) _= 100.txt",3,18,scaled_nearest_transfer,0.32178932178932185,31.535353535353536,0.05813234384662956,0.5390641104926819,21153,0.0,0.125,0.125,0.06666666666666667,0.135,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,6,5.8052630900845195,5.779644660894661,8000,8000
