suite,target,r,s,baseline,density_error,degree_mae,motif_overlap,edge_disagreement_rate,exact_r_clique_count,exact_r_clique_free,top_shift_precision,top_shift_recall,top_shift_jaccard,sampled_r_clique_rate,sampled_s_independent_rate,validity_proxy,search_initial_score,search_best_score,search_accepted_moves,search_iterations,search_shift_count,search_correction_count,partition_blocks,portfolio_component,portfolio_seed_component,portfolio_objective,portfolio_alignment,portfolio_structure_alignment,portfolio_profile_alignment,portfolio_correction_penalty,portfolio_selection_score,portfolio_refine_iterations,transfer_refine_iterations,transfer_refine_seed_shift_count,transfer_refine_seed_correction_count,transfer_refine_prioritized_count,search_portfolio_size,repair_steps_applied,repair_initial_score,repair_final_score,repair_exact_count_before,repair_exact_count_after
ablations,"R(3, 13) _= 61.txt",3,13,teacher_mean_transfer,0.031073446327683635,1.8333333333333333,0.015000000000000001,0.3327683615819209,108,0.0,0.25,0.25,0.14285714285714285,0.0013333333333333333,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,6,2.4684263965450963,2.417391333836038,120,108
ablations,"R(3, 13) _= 61.txt",3,13,student_no_filter_transfer,0.031073446327683635,1.8333333333333333,0.0044444444444444444,0.35423728813559324,216,0.0,0.125,0.125,0.06666666666666667,0.005333333333333333,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,6,2.8225351209280984,2.76501937469801,240,216
ablations,"R(3, 13) _= 61.txt",3,13,structured_seed,0.0028248587570621486,0.3333333333333333,0.01611111111111111,0.3644067796610169,216,0.0,0.25,0.25,0.14285714285714285,0.005333333333333333,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,6,2.790967324317929,2.7633950809126997,240,216
ablations,"R(3, 13) _= 61.txt",3,13,psi_ramsey_transfer,0.031073446327683635,1.8333333333333333,0.0044444444444444444,0.35423728813559324,216,0.0,0.125,0.125,0.06666666666666667,0.004666666666666667,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,6,2.8287851209280985,2.7775193746980102,240,216
ablations,"R(3, 18) _= 100.txt",3,18,teacher_mean_transfer,0.03607503607503609,3.5555555555555554,0.012574726860441145,0.34446505875077305,1581,0.0,0.125,0.125,0.06666666666666667,0.014666666666666666,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,6,3.8116139069989505,3.7496354212766083,1617,1581
ablations,"R(3, 18) _= 100.txt",3,18,student_no_filter_transfer,0.03607503607503609,3.5353535353535355,0.036693465264893844,0.29622758194186766,1821,0.0,0.25,0.25,0.14285714285714285,0.004,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,6,3.9004221058340516,3.8584457630412845,1881,1821
ablations,"R(3, 18) _= 100.txt",3,18,structured_seed,0.004741290455576169,0.46464646464646464,0.012162440733869304,0.30447330447330445,702,0.0,0.125,0.125,0.06666666666666667,0.008,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,6,3.340804189720212,3.3182243387884403,726,702
ablations,"R(3, 18) _= 100.txt",3,18,psi_ramsey_transfer,0.03607503607503609,3.5353535353535355,0.036693465264893844,0.29622758194186766,1821,0.0,0.25,0.25,0.14285714285714285,0.004,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,6,3.9129221058340518,3.8709457630412847,1881,1821
ablations,"R(4, 13) _= 139.txt",4,13,teacher_mean_transfer,0.033851687295038624,5.028985507246377,0.047574039067422816,0.5077753094255791,93426,0.0,0.0,0.0,0.0,0.006666666666666667,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,0,5.062948570920247,5.062948570920247,8000,8000
ablations,"R(4, 13) _= 139.txt",4,13,student_no_filter_transfer,0.033851687295038624,5.028985507246377,0.04746901911363159,0.5079868824711732,80937,0.0,0.0,0.0,0.0,0.008,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,0,5.075448570920247,5.075448570920247,8000,8000
